aa_dj,1,Qunxa Garablu
aa_dj,2,Kudo
aa_dj,3,Ciggilta Kudo
aa_dj,4,Agda Baxis
aa_dj,5,Caxah Alsa
aa_dj,6,Qasa Dirri
aa_dj,7,Qado Dirri
aa_dj,8,Leqeeni
aa_dj,9,Waysu
aa_dj,10,Diteli
aa_dj,11,Ximoli
aa_dj,12,Kaxxa Garablu
aa_er,1,Qunxa Garablu
aa_er,2,Kudo
aa_er,3,Ciggilta Kudo
aa_er,4,Agda Baxis
aa_er,5,Caxah Alsa
aa_er,6,Qasa Dirri
aa_er,7,Qado Dirri
aa_er,8,Liiqen
aa_er,9,Waysu
aa_er,10,Diteli
aa_er,11,Ximoli
aa_er,12,Kaxxa Garablu
aa_et,1,Qunxa Garablu
aa_et,2,Kudo
aa_et,3,Ciggilta Kudo
aa_et,4,Agda Baxis
aa_et,5,Caxah Alsa
aa_et,6,Qasa Dirri
aa_et,7,Qado Dirri
aa_et,8,Liiqen
aa_et,9,Waysu
aa_et,10,Diteli
aa_et,11,Ximoli
aa_et,12,Kaxxa Garablu
af,1,Januarie
af,2,Februarie
af,3,Maart
af,4,April
af,5,Mei
af,6,Junie
af,7,Julie
af,8,Augustus
af,9,September
af,10,Oktober
af,11,November
af,12,Desember
af_za,1,Januarie
af_za,2,Februarie
af_za,3,Maart
af_za,4,April
af_za,5,Mei
af_za,6,Junie
af_za,7,Julie
af_za,8,Augustus
af_za,9,September
af_za,10,Oktober
af_za,11,November
af_za,12,Desember
agr_pe,1,January
agr_pe,2,February
agr_pe,3,March
agr_pe,4,April
agr_pe,5,May
agr_pe,6,June
agr_pe,7,July
agr_pe,8,August
agr_pe,9,September
agr_pe,10,October
agr_pe,11,November
agr_pe,12,December
ak_gh,1,Sanda-Æ†pÉ›pÉ”n
ak_gh,2,Kwakwar-Æ†gyefuo
ak_gh,3,EbÉ”w-Æ†benem
ak_gh,4,EbÉ”bira-Oforisuo
ak_gh,5,Esusow Aketseaba-KÉ”tÉ”nimba
ak_gh,6,Obirade-AyÉ›wohomumu
ak_gh,7,AyÉ›woho-Kitawonsa
ak_gh,8,Difuu-Æ†sandaa
ak_gh,9,Fankwa-ÆbÉ”
ak_gh,10,Æ†bÉ›sÉ›-Ahinime
ak_gh,11,Æ†berÉ›fÉ›w-Obubuo
ak_gh,12,Mumu-Æ†pÉ›nimba
am,1,áŒƒáŠ•á‹©á‹ˆáˆª
am,2,áŒá‰¥áˆ©á‹ˆáˆª
am,3,áˆ›áˆ­á‰½
am,4,áŠ¤á•áˆªáˆ
am,5,áˆœá‹­
am,6,áŒáŠ•
am,7,áŒáˆ‹á‹­
am,8,áŠ¦áŒˆáˆµá‰µ
am,9,áˆ´á•á‰´áˆá‰ áˆ­
am,10,áŠ¦áŠ­á‰¶á‰ áˆ­
am,11,áŠ–á‰¬áˆá‰ áˆ­
am,12,á‹²áˆ´áˆá‰ áˆ­
am_et,1,áŒƒáŠ•á‹©á‹ˆáˆª
am_et,2,áŒá‰¥áˆ©á‹ˆáˆª
am_et,3,áˆ›áˆ­á‰½
am_et,4,áŠ¤á•áˆªáˆ
am_et,5,áˆœá‹­
am_et,6,áŒáŠ•
am_et,7,áŒáˆ‹á‹­
am_et,8,áŠ¦áŒˆáˆµá‰µ
am_et,9,áˆ´á•á‰´áˆá‰ áˆ­
am_et,10,áŠ¦áŠ­á‰¶á‰ áˆ­
am_et,11,áŠ–á‰¬áˆá‰ áˆ­
am_et,12,á‹²áˆ´áˆá‰ áˆ­
american,1,January
american,2,February
american,3,March
american,4,April
american,5,May
american,6,June
american,7,July
american,8,August
american,9,September
american,10,October
american,11,November
american,12,December
an_es,1,January
an_es,2,February
an_es,3,March
an_es,4,April
an_es,5,May
an_es,6,June
an_es,7,July
an_es,8,August
an_es,9,September
an_es,10,October
an_es,11,November
an_es,12,December
anp_in,1,January
anp_in,2,February
anp_in,3,March
anp_in,4,April
anp_in,5,May
anp_in,6,June
anp_in,7,July
anp_in,8,August
anp_in,9,September
anp_in,10,October
anp_in,11,November
anp_in,12,December
ar,1,íäÇíÑ
ar,2,ÝÈÑÇíÑ
ar,3,ãÇÑÓ
ar,4,ÃÈÑíá
ar,5,ãÇíæ
ar,6,íæäíæ
ar,7,íæáíæ
ar,8,ÃÛÓØÓ
ar,9,ÓÈÊãÈÑ
ar,10,ÃßÊæÈÑ
ar,11,äæÝãÈÑ
ar,12,ÏíÓãÈÑ
ar_aa,1,íäÇíÑ
ar_aa,2,ÝÈÑÇíÑ
ar_aa,3,ãÇÑÓ
ar_aa,4,ÃÈÑíá
ar_aa,5,ãÇíæ
ar_aa,6,íæäíæ
ar_aa,7,íæáíæ
ar_aa,8,ÃÛÓØÓ
ar_aa,9,ÓÈÊãÈÑ
ar_aa,10,ÃßÊæÈÑ
ar_aa,11,äæÝãÈÑ
ar_aa,12,ÏíÓãÈÑ
ar_ae,1,íäÇíÑ
ar_ae,2,ÝÈÑÇíÑ
ar_ae,3,ãÇÑÓ
ar_ae,4,ÃÈÑíá
ar_ae,5,ãÇíæ
ar_ae,6,íæäíæ
ar_ae,7,íæáíæ
ar_ae,8,ÃÛÓØÓ
ar_ae,9,ÓÈÊãÈÑ
ar_ae,10,ÃßÊæÈÑ
ar_ae,11,äæÝãÈÑ
ar_ae,12,ÏíÓãÈÑ
ar_bh,1,íäÇíÑ
ar_bh,2,ÝÈÑÇíÑ
ar_bh,3,ãÇÑÓ
ar_bh,4,ÃÈÑíá
ar_bh,5,ãÇíæ
ar_bh,6,íæäíæ
ar_bh,7,íæáíæ
ar_bh,8,ÃÛÓØÓ
ar_bh,9,ÓÈÊãÈÑ
ar_bh,10,ÃßÊæÈÑ
ar_bh,11,äæÝãÈÑ
ar_bh,12,ÏíÓãÈÑ
ar_dz,1,ÌÇäÝííå
ar_dz,2,ÝíÝÑííå
ar_dz,3,ãÇÑÓ
ar_dz,4,ÃÝÑíá
ar_dz,5,ãí
ar_dz,6,ÌæÇä
ar_dz,7,Ìæííå
ar_dz,8,ÃæÊ
ar_dz,9,ÓÈÊãÈÑ
ar_dz,10,ÃßÊæÈÑ
ar_dz,11,äæÝãÈÑ
ar_dz,12,ÏíÓãÈÑ
ar_eg,1,íäÇíÑ
ar_eg,2,ÝÈÑÇíÑ
ar_eg,3,ãÇÑÓ
ar_eg,4,ÃÈÑíá
ar_eg,5,ãÇíæ
ar_eg,6,íæäíæ
ar_eg,7,íæáíæ
ar_eg,8,ÃÛÓØÓ
ar_eg,9,ÓÈÊãÈÑ
ar_eg,10,ÃßÊæÈÑ
ar_eg,11,äæÝãÈÑ
ar_eg,12,ÏíÓãÈÑ
ar_in,1,íäÇíÑ
ar_in,2,ÝÈÑÇíÑ
ar_in,3,ãÇÑÓ
ar_in,4,ÃÈÑíá
ar_in,5,ãÇíæ
ar_in,6,íæäíæ
ar_in,7,íæáíæ
ar_in,8,ÃÛÓØÓ
ar_in,9,ÓÈÊãÈÑ
ar_in,10,ÃßÊæÈÑ
ar_in,11,äæÝãÈÑ
ar_in,12,ÏíÓãÈÑ
ar_iq,1,ßÇäæä ÇáËÇäí
ar_iq,2,ÔÈÇØ
ar_iq,3,ÂÐÇÑ
ar_iq,4,äíÓÇä
ar_iq,5,ÃíÇÑ
ar_iq,6,ÍÒíÑÇä
ar_iq,7,ÊãæÒ
ar_iq,8,ÂÈ
ar_iq,9,Ãíáæá
ar_iq,10,ÊÔÑíä ÇáÃæá
ar_iq,11,ÊÔÑíä ÇáËÇäí
ar_iq,12,ßÇäæä ÇáÃæá
ar_jo,1,ßÇäæä ÇáËÇäí
ar_jo,2,ÔÈÇØ
ar_jo,3,ÂÐÇÑ
ar_jo,4,äíÓÇä
ar_jo,5,ÃíÇÑ
ar_jo,6,ÍÒíÑÇä
ar_jo,7,ÊãæÒ
ar_jo,8,ÂÈ
ar_jo,9,Ãíáæá
ar_jo,10,ÊÔÑíä ÇáÃæá
ar_jo,11,ÊÔÑíä ÇáËÇäí
ar_jo,12,ßÇäæä ÇáÃæá
ar_kw,1,íäÇíÑ
ar_kw,2,ÝÈÑÇíÑ
ar_kw,3,ãÇÑÓ
ar_kw,4,ÃÈÑíá
ar_kw,5,ãÇíæ
ar_kw,6,íæäíæ
ar_kw,7,íæáíæ
ar_kw,8,ÃÛÓØÓ
ar_kw,9,ÓÈÊãÈÑ
ar_kw,10,ÃßÊæÈÑ
ar_kw,11,äæÝãÈÑ
ar_kw,12,ÏíÓãÈÑ
ar_lb,1,ßÇäæä ÇáËÇäí
ar_lb,2,ÔÈÇØ
ar_lb,3,ÂÐÇÑ
ar_lb,4,äíÓÇä
ar_lb,5,ÃíÇÑ
ar_lb,6,ÍÒíÑÇä
ar_lb,7,ÊãæÒ
ar_lb,8,ÂÈ
ar_lb,9,Ãíáæá
ar_lb,10,ÊÔÑíä ÇáÃæá
ar_lb,11,ÊÔÑíä ÇáËÇäí
ar_lb,12,ßÇäæä ÇáÃæá
ar_ly,1,íäÇíÑ
ar_ly,2,ÝÈÑÇíÑ
ar_ly,3,ãÇÑÓ
ar_ly,4,ÃÈÑíá
ar_ly,5,ãÇíæ
ar_ly,6,íæäíæ
ar_ly,7,íæáíæ
ar_ly,8,ÃÛÓØÓ
ar_ly,9,ÓÈÊãÈÑ
ar_ly,10,ÃßÊæÈÑ
ar_ly,11,äæÝãÈÑ
ar_ly,12,ÏíÓãÈÑ
ar_ma,1,íäÇíÑ
ar_ma,2,ÝÈÑÇíÑ
ar_ma,3,ãÇÑÓ
ar_ma,4,ÃÈÑíá
ar_ma,5,ãÇí
ar_ma,6,íæäíæ
ar_ma,7,íæáíæÒ
ar_ma,8,ÛÔÊ
ar_ma,9,ÔÊäÈÑ
ar_ma,10,ÃßÊæÈÑ
ar_ma,11,äæäÈÑ
ar_ma,12,ÏÌäÈÑ
ar_om,1,íäÇíÑ
ar_om,2,ÝÈÑÇíÑ
ar_om,3,ãÇÑÓ
ar_om,4,ÃÈÑíá
ar_om,5,ãÇíæ
ar_om,6,íæäíæ
ar_om,7,íæáíæ
ar_om,8,ÃÛÓØÓ
ar_om,9,ÓÈÊãÈÑ
ar_om,10,ÃßÊæÈÑ
ar_om,11,äæÝãÈÑ
ar_om,12,ÏíÓãÈÑ
ar_qa,1,íäÇíÑ
ar_qa,2,ÝÈÑÇíÑ
ar_qa,3,ãÇÑÓ
ar_qa,4,ÃÈÑíá
ar_qa,5,ãÇíæ
ar_qa,6,íæäíæ
ar_qa,7,íæáíæ
ar_qa,8,ÃÛÓØÓ
ar_qa,9,ÓÈÊãÈÑ
ar_qa,10,ÃßÊæÈÑ
ar_qa,11,äæÝãÈÑ
ar_qa,12,ÏíÓãÈÑ
ar_sa,1,íäÇíÑ
ar_sa,2,ÝÈÑÇíÑ
ar_sa,3,ãÇÑÓ
ar_sa,4,ÃÈÑíá
ar_sa,5,ãÇíæ
ar_sa,6,íæäíæ
ar_sa,7,íæáíæ
ar_sa,8,ÃÛÓØÓ
ar_sa,9,ÓÈÊãÈÑ
ar_sa,10,ÃßÊæÈÑ
ar_sa,11,äæÝãÈÑ
ar_sa,12,ÏíÓãÈÑ
ar_sd,1,íäÇíÑ
ar_sd,2,ÝÈÑÇíÑ
ar_sd,3,ãÇÑÓ
ar_sd,4,ÃÈÑíá
ar_sd,5,ãÇíæ
ar_sd,6,íæäíæ
ar_sd,7,íæáíæ
ar_sd,8,ÃÛÓØÓ
ar_sd,9,ÓÈÊãÈÑ
ar_sd,10,ÃßÊæÈÑ
ar_sd,11,äæÝãÈÑ
ar_sd,12,ÏíÓãÈÑ
ar_ss,1,íäÇíÑ
ar_ss,2,ÝÈÑÇíÑ
ar_ss,3,ãÇÑÓ
ar_ss,4,ÃÈÑíá
ar_ss,5,ãÇíæ
ar_ss,6,íæäíæ
ar_ss,7,íæáíæ
ar_ss,8,ÃÛÓØÓ
ar_ss,9,ÓÈÊãÈÑ
ar_ss,10,ÃßÊæÈÑ
ar_ss,11,äæÝãÈÑ
ar_ss,12,ÏíÓãÈÑ
ar_sy,1,ßÇäæä ÇáËÇäí
ar_sy,2,ÔÈÇØ
ar_sy,3,ÂÐÇÑ
ar_sy,4,äíÓÇä
ar_sy,5,ÃíÇÑ
ar_sy,6,ÍÒíÑÇä
ar_sy,7,ÊãæÒ
ar_sy,8,ÂÈ
ar_sy,9,Ãíáæá
ar_sy,10,ÊÔÑíä ÇáÃæá
ar_sy,11,ÊÔÑíä ÇáËÇäí
ar_sy,12,ßÇäæä ÇáÃæá
ar_tn,1,ÌÇäÝííå
ar_tn,2,ÝíÝÑííå
ar_tn,3,ãÇÑÓ
ar_tn,4,ÃÝÑíá
ar_tn,5,ãí
ar_tn,6,ÌæÇä
ar_tn,7,Ìæííå
ar_tn,8,ÃæÊ
ar_tn,9,ÓÈÊãÈÑ
ar_tn,10,ÃßÊæÈÑ
ar_tn,11,äæÝãÈÑ
ar_tn,12,ÏíÓãÈÑ
ar_ye,1,íäÇíÑ
ar_ye,2,ÝÈÑÇíÑ
ar_ye,3,ãÇÑÓ
ar_ye,4,ÃÈÑíá
ar_ye,5,ãÇíæ
ar_ye,6,íæäíæ
ar_ye,7,íæáíæ
ar_ye,8,ÃÛÓØÓ
ar_ye,9,ÓÈÊãÈÑ
ar_ye,10,ÃßÊæÈÑ
ar_ye,11,äæÝãÈÑ
ar_ye,12,ÏíÓãÈÑ
arabic,1,íäÇíÑ
arabic,2,ÝÈÑÇíÑ
arabic,3,ãÇÑÓ
arabic,4,ÃÈÑíá
arabic,5,ãÇíæ
arabic,6,íæäíæ
arabic,7,íæáíæ
arabic,8,ÃÛÓØÓ
arabic,9,ÓÈÊãÈÑ
arabic,10,ÃßÊæÈÑ
arabic,11,äæÝãÈÑ
arabic,12,ÏíÓãÈÑ
as,1,à¦œà¦¾à¦¨à§à§±à¦¾à§°à§€
as,2,à¦«à§‡à¦¬à§à¦°à§à§±à¦¾à§°à§€
as,3,à¦®à¦¾à¦°à§à¦š
as,4,à¦à¦ªà§à¦°à¦¿à¦²
as,5,à¦®à§‡
as,6,à¦œà§à¦¨
as,7,à¦œà§à¦²à¦¾à¦‡
as,8,à¦†à¦—à¦·à§à¦Ÿ
as,9,à¦šà§‡à¦ªà§à¦Ÿà§‡à¦®à§à¦¬à§°
as,10,à¦…à¦•à§à¦Ÿà§‹à¦¬à§°
as,11,à¦¨à¦¬à§‡à¦®à§à¦¬à§°
as,12,à¦¡à¦¿à¦šà§‡à¦®à§à¦¬à§°
