aa_dj,1,Acaada
aa_dj,2,Etleeni
aa_dj,3,Talaata
aa_dj,4,Arbaqa
aa_dj,5,Kamiisi
aa_dj,6,Gumqata
aa_dj,7,Sabti
aa_er,1,Acaada
aa_er,2,Etleeni
aa_er,3,Talaata
aa_er,4,Arbaqa
aa_er,5,Kamiisi
aa_er,6,Gumqata
aa_er,7,Sabti
aa_et,1,Acaada
aa_et,2,Etleeni
aa_et,3,Talaata
aa_et,4,Arbaqa
aa_et,5,Kamiisi
aa_et,6,Gumqata
aa_et,7,Sabti
af,1,Sondag
af,2,Maandag
af,3,Dinsdag
af,4,Woensdag
af,5,Donderdag
af,6,Vrydag
af,7,Saterdag
af_za,1,Sondag
af_za,2,Maandag
af_za,3,Dinsdag
af_za,4,Woensdag
af_za,5,Donderdag
af_za,6,Vrydag
af_za,7,Saterdag
agr_pe,1,Sunday
agr_pe,2,Monday
agr_pe,3,Tuesday
agr_pe,4,Wednesday
agr_pe,5,Thursday
agr_pe,6,Friday
agr_pe,7,Saturday
ak_gh,1,Kwesida
ak_gh,2,Dwowda
ak_gh,3,Benada
ak_gh,4,Wukuda
ak_gh,5,Yawda
ak_gh,6,Fida
ak_gh,7,Memeneda
am,1,áŠ¥áˆ‘á‹µ
am,2,áˆ°áŠž
am,3,áˆ›áŠ­áˆ°áŠž
am,4,áˆ¨á‰¡á‹•
am,5,áˆáˆ™áˆµ
am,6,á‹“áˆ­á‰¥
am,7,á‰…á‹³áˆœ
am_et,1,áŠ¥áˆ‘á‹µ
am_et,2,áˆ°áŠž
am_et,3,áˆ›áŠ­áˆ°áŠž
am_et,4,áˆ¨á‰¡á‹•
am_et,5,áˆáˆ™áˆµ
am_et,6,á‹“áˆ­á‰¥
am_et,7,á‰…á‹³áˆœ
american,1,Sunday
american,2,Monday
american,3,Tuesday
american,4,Wednesday
american,5,Thursday
american,6,Friday
american,7,Saturday
an_es,1,Sunday
an_es,2,Monday
an_es,3,Tuesday
an_es,4,Wednesday
an_es,5,Thursday
an_es,6,Friday
an_es,7,Saturday
anp_in,1,Sunday
anp_in,2,Monday
anp_in,3,Tuesday
anp_in,4,Wednesday
anp_in,5,Thursday
anp_in,6,Friday
anp_in,7,Saturday
ar,1,ÇáÃÍÏ
ar,2,ÇáÅËäíä
ar,3,ÇáËáÇËÇÁ
ar,4,ÇáÃÑÈÚÇÁ
ar,5,ÇáÎãíÓ
ar,6,ÇáÌãÚÉ
ar,7,ÇáÓÈÊ
ar_aa,1,ÇáÃÍÏ
ar_aa,2,ÇáÅËäíä
ar_aa,3,ÇáËáÇËÇÁ
ar_aa,4,ÇáÃÑÈÚÇÁ
ar_aa,5,ÇáÎãíÓ
ar_aa,6,ÇáÌãÚÉ
ar_aa,7,ÇáÓÈÊ
ar_ae,1,ÇáÃÍÏ
ar_ae,2,ÇáÅËäíä
ar_ae,3,ÇáËáÇËÇÁ
ar_ae,4,ÇáÃÑÈÚÇÁ
ar_ae,5,ÇáÎãíÓ
ar_ae,6,ÇáÌãÚÉ
ar_ae,7,ÇáÓÈÊ
ar_bh,1,ÇáÃÍÏ
ar_bh,2,ÇáÅËäíä
ar_bh,3,ÇáËáÇËÇÁ
ar_bh,4,ÇáÃÑÈÚÇÁ
ar_bh,5,ÇáÎãíÓ
ar_bh,6,ÇáÌãÚÉ
ar_bh,7,ÇáÓÈÊ
ar_dz,1,ÇáÃÍÏ
ar_dz,2,ÇáÅËäíä
ar_dz,3,ÇáËáÇËÇÁ
ar_dz,4,ÇáÃÑÈÚÇÁ
ar_dz,5,ÇáÎãíÓ
ar_dz,6,ÇáÌãÚÉ
ar_dz,7,ÇáÓÈÊ
ar_eg,1,ÇáÃÍÏ
ar_eg,2,ÇáÅËäíä
ar_eg,3,ÇáËáÇËÇÁ
ar_eg,4,ÇáÃÑÈÚÇÁ
ar_eg,5,ÇáÎãíÓ
ar_eg,6,ÇáÌãÚÉ
ar_eg,7,ÇáÓÈÊ
ar_in,1,ÇáÃÍÏ
ar_in,2,ÇáÅËäíä
ar_in,3,ÇáËáÇËÇÁ
ar_in,4,ÇáÃÑÈÚÇÁ
ar_in,5,ÇáÎãíÓ
